departamento,municipio,nuestro_tiempo,fmln,n,pdc,vamos,pcn,gana,cd,leonardo_bonilla,impugnados,nulos,arena,coalicion_pcn,jesus_segovia,densidad,percent_urbano,masculinidad,relacion_dependencia,x60_anos_y_mas,tgf,tmi,tasa_analfabetismo,asistencia_escolar,agua_potable,electricidad,sin_servicio_sanitario,con_piso_de_tierra
san vicente,tepetitan,3,520,1331,8,6,0,20,6,0,3,22,299,0,0,283.4504293520687,50.81244836133296,86.01434426229508,74.23224568138195,11.319195813825393,2.8,25,18.360886387618713,90.23383768913342,90.104772991851,81.60651920838184,2.6775320139697323,24.224224224224226
cabanas,sensuntepeque,0,349,12112,0,0,1036,246,0,0,59,117,2790,0,0,131.66193320928411,38.170683328374494,86.41153632834165,87.27711738484399,10.24744619656848,2.6,19,24.348026013269394,82.79889573157783,70.32076136764186,83.59769709787334,20.361884619903652,28.36360085920719
cabanas,ilobasco,0,569,19204,0,0,1281,242,0,0,42,217,4563,0,0,246.3454683807922,38.65712892212648,89.0637486936743,88.73887695612152,8.980653552267924,2.8,27,21.44728797274871,81.99554445419564,57.2086633263294,79.19023759495717,13.415225472765476,21.95760096605394
cabanas,victoria,0,1414,3322,0,0,470,7,0,0,6,70,780,0,0,85.92038108200069,10.391256138127673,87.52413485816129,94.8156148742478,9.56755900522731,2.9,25,27.786683766164366,78.35272504592774,71.46207974980453,84.44096950742768,13.995308835027364,36.619252398279855
cabanas,san isidro,0,83,3022,0,0,209,23,0,0,2,23,385,0,0,99.52763947402018,19.894817855310414,93.59324559225229,80.79777365491651,11.249358645459209,2.9,28,24.656627502895912,82.6214160327677,60.86956521739131,89.04788112272978,18.49201981287837,24.403747870528107
cabanas,jutiapa,0,106,1907,0,0,1295,17,0,0,2,55,564,0,0,98.09296781883194,9.523086269744836,90.45415099797512,95.428910655981,9.082624544349938,2.7,27,30.63265306122449,88.64803194523674,45.82392776523702,82.61851015801355,28.517682468021064,33.33333333333333
cabanas,tejutepeque,0,568,2012,0,0,540,5,0,0,6,45,394,0,0,140.81551860649247,38.58588698341299,88.40042372881356,89.40362087326945,9.221253865617093,3.9,24,24.759388563879977,86.05187319884726,67.51237623762376,83.16831683168317,8.292079207920793,25.293217746047937
cabanas,dolores,0,38,1541,0,0,734,3,0,0,6,31,386,0,0,42.5830258302583,22.262486213959352,93.32927200731038,89.8594077176189,8.838821490467938,2.5,26,32.883926690541394,76.26699629171817,62.49062265566392,74.94373593398349,33.383345836459114,44.27828348504551
cabanas,cinquera,0,338,497,0,0,259,3,0,0,0,7,26,0,0,42.5094175601275,30.94751192910702,104.31754874651811,84.76070528967254,9.270620313565098,3.9,40,21.927497789566754,89.72222222222223,77.90368271954674,84.70254957507082,20.113314447592067,29.230769230769234
cabanas,guacotecti,0,86,1971,0,0,787,40,0,0,2,22,77,0,0,264.1599238457877,43.585585585585584,87.62677484787018,86.80578929653315,8.702702702702702,2.4,30,24.15730337078652,81.05423987776929,79.60413080895009,88.2960413080895,6.712564543889846,22.619808306709267
santa ana,santa ana,1741,3833,76066,1434,0,1043,7242,673,0,112,1591,9609,0,0,613.4758155230596,83.26100863414297,91.95110123889376,60.246683033848726,10.497879154595573,2.3,25,11.87604538218165,86.87362560239555,84.12591255200566,90.29280163278123,1.9420676662218386,14.642640210568942
santa ana,chalchuapa,190,1037,22140,442,0,866,1168,62,0,62,517,2475,0,0,446.65781853281857,64.41962235608742,92.29150975248682,63.93870953456445,9.7801129149896,2.1,24,13.740822132502,84.4,82.43010752688173,88.97849462365592,3.166666666666667,25.166736626090202
santa ana,metapan,179,409,15642,3654,0,2299,764,45,0,51,734,1814,0,0,88.28176431863068,32.80455562334757,89.27918390915215,74.73865016140019,10.111178903125213,2.4,27,25.364729415345817,80.53159793006117,75.43717507258118,91.19573290122206,13.712781041118088,10.114376570754475
santa ana,coatepeque,67,268,8116,95,0,816,838,26,0,49,429,1923,0,0,289.85415845486796,36.28154917319408,95.25250916042695,77.40036668918266,9.385879025239339,2.4,33,19.103756835452028,86.3,61.11376103028857,82.7212020033389,5.044121154304794,31.62762022194821
santa ana,el congo,73,262,7437,213,0,725,1609,27,0,42,179,889,0,0,264.8911735754129,60.25847475122838,90.23643075956326,74.2499460392834,8.765844997729054,2.98,34,16.02815539197249,82.85547103569338,76.32747291777659,84.6386077073344,2.5217545729000177,26.47739546366302
santa ana,texistepeque,32,131,4524,343,0,2815,245,274,0,16,207,293,0,0,100.1452757445382,17.363164648775317,93.67840933650314,77.08724434344433,10.835239636221615,3.4,31,24.385510996119017,81.42857142857143,67.69509981851179,89.97277676950998,8.212341197822141,25.868306801736612
santa ana,candelaria de la frontera,171,283,7202,69,0,292,512,29,0,8,203,1718,0,0,248.9410731921431,35.91642422639513,94.56260720411663,69.7418630751964,9.737282905756855,2.5,26,20.237623762376238,81.57363819771352,71.10401135960241,89.65211217607384,8.058217962371316,26.435760805210183
santa ana,san sebastian salitrillo,67,545,6690,80,0,103,300,18,0,14,139,1333,0,0,438.70510396975425,94.15598405687817,88.77478393492628,63.10287270491083,6.9751158030809,2.4,21,11.032749109699044,84.53578614544409,88.84920634920634,92.5,1.0515873015873016,10.76780267868983
santa ana,santa rosa guachipilin,6,61,1079,6,0,373,51,5,0,3,50,295,0,0,128.35199166883626,8.74239350912779,89.17881811204911,80.71847507331378,10.50709939148073,3.9,34,31.501057082452434,79.09252669039147,85.07718696397941,90.05145797598628,23.58490566037736,9.760827407886232
santa ana,santiago de la frontera,14,69,1398,21,0,16,377,4,0,14,57,611,0,0,117.50339213025781,27.636643571978446,93.73601789709173,77.82340862422998,12.37490377213241,2.8,34,29.49657869012708,85.3236098450319,66.89291101055807,90.42232277526395,22.171945701357465,28.647371529828707
santa ana,el porvenir,23,173,2668,18,0,1293,126,7,0,13,73,257,0,0,156.74028941355672,11.18804664723032,98.45708775313405,71.4642782753593,8.503401360544217,2.6,29,20.009505703422054,82.53776435045317,74.87586891757697,79.74180734856007,6.554121151936444,39.67993434550677
santa ana,masahuat,9,114,566,12,0,586,440,7,0,6,30,42,0,0,47.6344236978801,14.677276746242264,95.56195965417868,81.5,8.25228411435308,3.9,37,30.910482019892882,85.57806912991657,81.92612137203166,82.98153034300792,40.89709762532981,37.10618436406068
santa ana,san antonio pajonal,4,306,1042,7,0,22,73,8,0,0,42,235,0,0,63.154853620955315,39.58523940225678,96.11244019138756,71.04851330203444,14.39463250991156,2.6,27,25.547169811320753,83.11897106109325,80.19801980198021,88.88888888888889,22.002200220022004,12.468407750631846
san miguel,san miguel,398,7317,38314,11912,0,757,11172,710,0,79,1990,5449,0,0,367.7059833664433,72.4032782381759,83.94279843015715,68.10079428606612,9.69690032507669,2.4,21,15.701596284924237,84.873046875,75.54925838908119,93.2008537044676,3.3161755474648924,12.73819911616517
san miguel,chinameca,28,690,6283,597,0,33,365,59,0,3,208,1431,0,0,288.47944142746314,27.892071175653264,89.50989552365583,76.0653409090909,11.608623548922056,2.9,34,21.796060254924683,74.8,46.81235325988803,77.42459815784721,5.002709048221058,39.21658986175115
san miguel,el transito,5,652,4848,244,0,35,258,18,0,1,142,1508,0,0,420.01372369624886,41.45292163589827,87.77993659883424,79.0638712823013,10.837009203289224,2.7,30,27.786465737844757,83.1715210355987,90.08048727430933,83.22819229932564,2.95845116380248,30.261985385849226
san miguel,ciudad barrios,12,403,5927,1321,0,35,440,32,0,20,190,1075,0,0,364.2595038896228,34.78260869565217,98.55188415073206,83.85686768410135,7.845428536890036,3.3,37,27.325708061002178,74.8,89.97808328352261,73.68001593943016,19.30663478780634,45.21857923497268
san miguel,chirilagua,7,1525,4946,209,0,37,258,15,0,2,223,432,0,0,96.58772353794103,15.547437950360287,90.8873817938676,86.7140054190414,10.678542834267414,2.9,27,30.92113982770046,81.7,62.771458117890376,88.37642192347467,6.514994829369184,29.380392156862744
san miguel,sesori,10,195,2189,559,0,11,144,13,0,2,40,493,0,0,52.65617314313822,9.789817842129846,90.14209591474244,88.86732533521524,10.154133582438114,3.1,31,34.03082320511214,78.76712328767124,45.836873406966866,76.5930331350892,40.14443500424809,43.28411955347497
san miguel,san rafael oriente,6,1287,3163,162,0,20,1069,14,0,1,168,356,0,0,295.2021323856064,42.121896162528216,85.45911247557912,78.19790828640386,12.603461249059444,2.7,29,27.607480239059186,85.88863463005339,72.70002996703626,84.20737189091999,4.25531914893617,38.51526125193999
san miguel,moncagua,10,1481,7015,898,0,84,439,40,0,4,212,249,0,0,220.09713453132588,28.45227062094532,88.9037098791163,73.1809844084378,10.2122776821572,2.8,26,23.929342269680788,85.08986021743954,61.00474266643246,88.03794133145969,5.357456525557702,33.02491103202847
san miguel,lolotique,11,534,4935,424,0,69,522,23,0,8,146,224,0,0,157.92482795129698,29.552158755698578,91.7470111839568,80.71238187545433,10.364709037275409,2.6,27,23.340040241448694,88.86476426799007,75.49953888718106,83.86105133722718,9.252997233323086,45.431211498973305
san miguel,san jorge,5,738,2193,147,0,13,102,9,0,4,95,1194,0,0,241.6489925768823,28.50246845858475,88.79453189726595,81.42914012738854,14.360943499725726,2.6,31,29.09218859957776,78.42278203723987,16.94011484823626,75.67678424938474,5.578342904019689,38.2649630127774
san miguel,chapeltique,9,136,2036,1480,0,82,374,20,0,1,91,125,0,0,103.6021245774988,22.110365398956002,86.37943015983322,78.08764940239044,9.917971662938106,2.9,31,28.4733100373539,77.7,66.41761698780967,81.47856861974047,16.044042469524182,32.496740547588004
san miguel,san gerardo,2,414,1320,841,0,41,65,13,0,1,43,587,0,0,72.25977788507967,16.43835616438356,78.42026825633383,90.515595162317,9.82292014700969,3.3,29,38.93922651933702,74.15282392026577,38.183217859892224,87.45188606620478,58.429561200923786,38.915662650602414
san miguel,carolina,1,854,2169,431,0,9,38,7,0,8,82,649,0,0,155.70672713529856,14.696601941747572,89.94928538497004,94.75301347199245,10.388349514563107,3.1,33,33.8696570778482,86.30865989356555,79.24311926605505,55.79128440366973,50.17201834862385,48.030374940673944
san miguel,quelepa,11,673,2114,455,0,39,113,11,0,4,190,136,0,0,182.30526789734353,58.33539145468016,90.18318459370597,74.00085947571982,10.743393430476662,3.1,28,20.02546959567017,79.1025641025641,57.24003887269193,87.94946550048591,4.081632653061225,30.61383061383061
san miguel,san luis de la reina,7,360,1790,135,0,3,30,5,0,2,47,562,0,0,33.5176596503746,19.176867127904913,85.79433091628214,91.34419551934828,11.548696114954764,3.5,33,36.18421052631579,77.29648991784914,55.44948289578361,86.47573587907716,24.66189339697693,33.939774153074026
san miguel,nuevo eden de san juan,1,743,1097,23,0,10,36,5,0,4,18,237,0,0,63.89988911769365,14.402578086266733,90.28301886792453,89.21200750469043,8.651462568170551,3.8,38,33.92330383480826,75.35953978907,27.602905569007262,73.00242130750605,48.789346246973366,44.276253547776726
san miguel,nueva guadalupe,10,245,2277,527,0,21,403,22,0,1,66,158,0,0,390.3989478298992,56.86692869174621,87.78996204133277,70.52853312906933,12.296462661426165,2.4,24,15.15449438202247,92.94258373205741,95.48563611491107,91.51846785225717,0.8207934336525308,20.972644376899694
san miguel,uluazapa,2,152,1012,152,0,93,202,9,0,0,29,120,0,0,92.00988467874794,38.73470605789316,85.65096952908587,84.32343234323433,14.532975231274248,2.9,31,27.11471610660487,82.69525267993875,71.62471395881008,91.87643020594966,3.318077803203661,31.058617672790902
san miguel,comacaran,2,615,1250,126,0,5,71,6,0,1,47,67,0,0,92.40323512420566,14.00437636761488,92.94330518697225,76.05943863511283,13.941856830259455,3,37,22.480314960629922,83.6,93.82422802850357,83.4916864608076,10.451306413301662,31.496786042240586
san miguel,san antonio del mosco,0,747,1831,99,0,5,66,1,0,35,49,196,0,0,313.6605558840923,8.031674208144796,93.93053016453382,89.90332975295381,9.087481146304675,3.6,38,36.71973717462724,90.5775075987842,68.97560975609755,44.390243902439025,53.85365853658537,74.73498233215548
la libertad,santa tecla,5821,3544,32008,1097,2803,0,1789,496,0,26,1065,12320,1108,0,1086.524064171123,89.28044098828624,84.35156060972659,49.115639601732,10.175706270302195,1.9,22,6.7315125598144645,87.4606070658484,92.46900015696123,97.09935645895463,0.7251608852613405,4.399421933188816
la libertad,quezaltepeque,346,1066,15307,163,192,0,655,189,0,34,373,1954,164,0,420,68.7,89.9,63,9.3,2.4,26,13.5,86.4,79.59321019965603,93.71120915277051,1.5122265122265122,18.79251700680272
la libertad,ciudad arce,138,752,18564,100,257,0,574,77,0,26,359,1518,529,0,695.1821115721531,68.77839307623438,93.06040139560193,70.4025992371804,8.32476705242564,2.5,25,15.351638694189013,84.8,84.56145174594447,91.11218036843553,1.2716524608193567,16.400820325851658
la libertad,san juan opico,302,995,23485,186,194,0,1361,87,0,13,458,3616,297,0,339,60.6,91.8,72,8,2.8,27,15.7,84.8,76.26957494407158,91.30313199105146,3.544455245644208,13.488958990536279
la libertad,colon,730,1096,30063,210,508,0,2061,404,0,46,716,3881,400,0,1153.9440809042237,94.04365443503903,89.40204655522575,63.23442785734722,6.988421367371557,2.5,27,10.105042574073583,83.7,92.27049213638395,96.46035680903809,0.42670784736050715,6.137196027320421
la libertad,la libertad,158,629,13674,117,96,0,1208,54,0,9,320,2342,313,0,222.2037037037037,64.18034836236353,93.55307022260459,74.45478336725793,7.842320193349446,2.7,26,19.041365725541695,81.05991384936692,70.06794611991894,89.45047085469066,7.199904637024675,18.767692017361767
la libertad,antiguo cuscatlan,3051,1085,7548,519,869,0,557,135,0,12,416,7221,275,0,1736.115404430706,100,82.92259255238302,43.51788756388416,11.887945872158586,1.7,15,4.003859141341052,90.92778793418648,96.92523465314488,98.87798036465638,0.6688963210702341,4.66724286949006
la libertad,comasagua,49,252,3314,21,46,0,99,24,0,2,114,1414,147,0,158.16122584943372,24.195450716090985,101.05013550135502,78.57680156461562,8.14658803706824,3.3,35,23.565804274465695,88.3,54.93282149712092,77.46641074856046,5.9884836852207295,31.179487179487182
la libertad,san pablo tacachico,40,742,4921,26,29,0,131,34,0,5,108,2615,233,0,157,27.59010114897378,95.11400651465797,83.26284531629624,8.4994598841205935,3.1,30,23.133398885611275,82.54035683942226,69.50261780104712,91.03403141361257,6.151832460732985,27.949852507374633
la libertad,jayaque,30,172,4483,18,37,0,246,39,0,0,131,870,100,0,232.6530612244898,62.34400434074878,95.75146043547531,71.30906274206042,9.233134382347622,2.6,34,18.312176774800186,73.77880184331798,73.99697199091597,85.04920514761545,1.3247539742619228,23.602693602693602
la libertad,huizucar,61,238,3254,14,31,0,420,16,0,2,86,1117,268,0,326.302729528536,33.46698928447978,94.5004706198736,78.14039408866995,7.915658486000692,3.3,32,17.92748021351003,85.13640639698966,46.773685867170286,83.78973874724583,3.0531948378973874,40.45191512813447
la libertad,tepecoyo,34,193,2713,103,38,0,1521,30,0,5,128,545,181,0,234.24926398429832,57.90392403295629,95.2023988005997,93,7.5408462505236695,3,32,19.77034910639874,82.048,75.18587360594795,77.6641883519207,5.328376703841388,30.666666666666664
la libertad,teotepeque,14,160,2893,27,13,0,237,39,0,6,61,1114,40,0,112.3370110330993,10.41396103896104,96.99392388871122,76,8.303571428571429,4.1,36,28.470982142857142,76.9690927218345,40.93184443588756,56.60377358490566,18.713900654601463,48.41370558375635
la libertad,chiltiupan,21,256,2831,25,11,0,167,16,0,5,62,1147,25,0,112.73536105938341,7.130402863173351,101.31165712174395,91.26315789473685,7.763604661833533,3.3,31,21.698705867571302,81.6,62.753222836095766,66.66666666666666,20.718232044198896,46.89244510606624
la libertad,nuevo cuscatlan,685,355,3630,133,209,0,145,31,0,1,154,1528,245,0,133.63689207517922,59.08365956212847,90.68288636991983,62.58840169731259,8.046976946498477,2.6,29,11.306578706248855,91.51917404129793,80.81471747700394,93.49540078843627,1.314060446780552,12.662337662337661
la libertad,tamanique,30,242,2777,348,21,0,223,74,0,6,165,426,156,0,455.7200538358008,29.215888954518604,98.62149875348291,84.12180532898314,7.604843473124631,2.8,30,23.24062159754528,82.86158631415242,47.399041752224505,75.73579739904174,14.27104722792608,27.299703264094955
la libertad,sacacoyo,50,112,4573,16,25,0,1000,20,0,6,143,1458,135,0,488,80.3,94.5,68,8.1,3,30,17.8,84.8,80.08365508365507,89.86486486486487,2.9302899444787167,25.44041450777202
la libertad,san jose villanueva,252,265,4128,58,127,0,204,39,0,1,144,796,449,0,417,79.1,94.1,71,7.5,2.7,28,15.2,83.9,47.3164713140037,90.90067859346082,3.724832214765101,13.60642885143081
la libertad,zaragoza,377,399,6763,87,451,0,302,80,0,5,173,1195,352,0,991.8538088947599,80.06659267480578,90.22886580525294,64,7.711431742508323,2.2,25,11.417031685533875,86.03572257016934,71.24686492296668,93.53278394840558,1.3436044428520244,11.095636025998143
la libertad,talnique,14,57,2477,13,15,0,301,7,0,0,73,826,24,0,139.80352303523034,59.231887569663186,97.18107978977544,73.36693971854652,7.499394233099103,3.2,27,18.375796178343947,83.8160136286201,87.83382789317507,87.19090009891197,2.6211671612265084,27.59097190234915
la libertad,san matias,7,78,1921,23,12,0,85,2,0,2,24,435,41,0,139,15.955701394585725,95.3004005340454,78.08619430241052,9.748427672955975,2.8,33,23.537803138373754,81.7550505050505,74.15083477259643,90.2705814622913,7.541738629821531,15.411298315163528
la libertad,jicalapa,6,66,1815,10,25,0,168,4,0,6,39,943,202,0,119.17074307011414,8.209538702111024,98.8340458608628,93.27540612013601,7.388584831899922,4.2,34,25.454052588777447,85.92420726991493,14.887640449438203,70.78651685393258,12.640449438202248,47.63811048839071
usulutan,usulutan,148,1223,17305,170,0,284,1314,515,0,63,361,1892,0,0,522.819320214669,70.48067447717071,86.53050804186879,70.31632438984592,10.497645899485383,2.4,23,18.325583015483218,86.42303123471456,70.88600637572826,92.76134989556996,1.8687479388809498,20.83239897744091
usulutan,jiquilisco,90,2976,10766,34,0,58,2837,44,0,16,319,753,0,0,111.128165771297,42.420056922819356,92.32069548418256,79.97062257542089,9.057425079524526,2.8,24,25.56273618489512,82.07119741100324,51.91919191919192,85.18518518518519,5.648148148148148,31.856204631870032
usulutan,berlin,20,1731,4824,18,0,95,1092,14,0,4,139,441,0,0,121.03293413173652,54.99522122898747,96.80238990927195,84.11137563399234,10.603249564288525,3.4,29,28.29221165279429,77.25864739287557,76.96800406297612,72.37176231589639,6.145251396648044,36.35763047786831
usulutan,santiago de maria,120,406,5580,26,0,44,931,24,0,3,99,671,0,0,482.65712012728716,78.78138563815175,87.8328173374613,72.40693378800796,12.164166804021757,2.8,24,16.689914911424186,87.84854710889346,81.68200299593408,92.33896854269206,2.696340680505029,15.687341313021399
usulutan,jucuapa,18,1249,5085,13,0,25,560,22,0,9,144,542,0,0,510.71725283854886,56.76173950764559,93.7388381132472,75.18761280516767,11.625637132632036,2.9,25,21.338560627275275,83.76237623762376,86.79245283018868,86.18681574656418,1.3743303051479152,31.26825198164372
usulutan,santa elena,14,552,4350,17,0,23,181,22,0,5,109,893,0,0,315.768390386016,29.892745934724946,88.3157780432186,77.4662300450266,12.368815592203898,2.5,27,23.864225894908472,88.66245694603904,88.38036518852265,87.88238083945933,1.3753853450320133,29.197371041625175
usulutan,jucuaran,4,1214,3719,17,0,294,135,12,0,9,79,130,0,0,56.005673995577624,8.492252681764006,97.26671565025717,89.33709449929478,9.877830750893922,2.9,26,32.10241260462826,80.59836808703535,61.523309258043334,80.30203545633617,11.884438608010505,49.827723297111056
usulutan,san agustin,0,867,1731,9,0,15,48,0,0,9,38,133,0,0,63.0123743232792,47.94415464866523,94.27719821162444,81.1561978877154,8.683645289966249,2.7,25,26.587706759240355,87.99444829979181,68.0381633870006,75.61121049493143,6.857483601669648,24.175257731958762
usulutan,ozatlan,6,190,2768,16,0,11,398,4,0,12,61,962,0,0,247.76981282357627,40.85027726432532,89.47769148774174,73.8577616319687,10.302981596078116,2.7,26,25.409496164213145,87.17131474103586,62.86614173228347,86.92913385826772,4.031496062992126,31.962519521082772
usulutan,estanzuelas,5,240,2430,12,0,14,225,140,0,0,63,549,0,0,125.67963195315767,42.96173044925125,89.66968230591206,83.90452876376989,12.246256239600665,2.5,23,28.805519620526088,85.41980894922071,85.56749182624942,91.45259224661373,12.19056515646894,34.61392164321035
usulutan,mercedes umana,9,1411,3896,11,0,24,253,132,0,2,87,381,0,0,213.1553239986975,23.71677360219982,93.66863905325444,82.95136948015652,11.831652917812404,2.7,31,25.504750593824227,83.7770678026269,86.71720500988793,88.82663150955834,7.185234014502308,36.93590112101178
usulutan,alegria,4,1116,3602,8,0,8,83,1,0,3,100,565,0,0,289.82925018559763,13.191598360655737,93.65079365079364,80.46224961479199,10.55327868852459,2.9,25,25.412026726057906,84.48546739984289,19.64980544747082,82.33463035019454,5.603112840466927,50.40421792618629
usulutan,concepcion batres,5,169,2625,11,0,11,608,12,0,2,95,876,0,0,102.4527509449811,26.3507419857342,88.77882680699582,80.02952029520294,10.961711896367959,2.6,29,27.254359846873673,85.5273287143957,37.9886401603742,84.89809555629803,4.577347143334447,35.547984099943214
usulutan,san francisco javier,1,1389,1512,9,0,13,31,9,0,0,30,210,0,0,119.35127978817299,18.487705675725643,94.35860582105641,73.69942196531792,10.796820114623776,3.1,29,22.57373929590866,86.1788617886179,67.62589928057554,79.7841726618705,6.115107913669065,39.33500627352572
usulutan,puerto el triunfo,17,524,3998,15,0,76,357,420,0,12,99,533,0,0,98.31633862935736,57.893150024119635,93.30924350157362,74.88136665612149,8.393632416787264,2.4,26,25.798101811906815,83.91510751186819,45.13609467455622,89.98816568047337,11.005917159763314,24.00383141762452
usulutan,tecapan,8,920,2511,9,0,16,158,7,0,0,42,240,0,0,158.96323833126806,46.17383396128362,90.4726552833457,81.06327922841685,10.614525139664805,2.8,29,24.14203194019708,87.31796116504854,51.93285859613428,78.0264496439471,2.899287894201424,27.165354330708663
usulutan,san dionisio,14,91,1828,1,0,18,82,4,0,3,50,418,0,0,43.01870378425402,25.904954499494437,91.36996904024768,81.53450807635829,7.239635995955511,2.6,25,27.435549525101766,83.13559322033899,32.4390243902439,85.1219512195122,17.317073170731707,41.17255163224517
usulutan,ereguayquin,10,426,1985,22,0,6,280,19,0,0,45,268,0,0,218.45769368082827,31.37767609086452,87.46936274509804,76.1370178468624,11.35806504330773,2.8,23,23.09799789251844,84.17207792207793,75.86657946370177,90.8436886854153,1.2426422498364944,34.78497550353838
usulutan,santa maria,15,255,2815,12,0,244,456,49,0,6,85,503,0,0,901.7647058823529,76.37685211070729,84.15994508323323,76.40966628308401,9.999068120398844,2.7,26,19.61262029479839,86.61305581835383,35.63044301400984,93.67663763725862,0.9466111321469141,24.32849644952146
usulutan,nueva granada,3,595,1933,6,0,6,36,0,0,0,36,727,0,0,83.03800289758163,17.594953697490272,90.75780849974399,86.78866883930809,10.481814521540734,2.9,25,29.76735988720479,88.02228412256268,82.438739789965,87.63127187864644,14.527421236872812,41.84755174154468
usulutan,el triunfo,20,294,2304,7,0,16,35,1,0,6,37,546,0,0,174.36414001510954,44.367417677642976,90.01097694840834,80.87774294670847,10.61525129982669,2.5,24,22.85607055732783,84.99669530733642,74.50738916256158,85.65270935960592,5.172413793103448,25.73419611747138
usulutan,san buenaventura,2,238,1954,2,0,7,130,8,0,3,34,188,0,0,169.32998925116445,19.868810833685995,93.60917656698075,77.00374531835206,12.611087600507828,2.7,30,22.003770535954754,86.5979381443299,80.54818744473917,87.8868258178603,4.420866489832007,31.53558052434457
usulutan,california,1,496,874,7,0,2,14,1,0,0,7,21,0,0,107.66079475624744,62.595129375951295,89.06474820143885,82.62682418346074,12.747336377473365,2.9,23,23.288355822088956,90.25270758122743,90.69182389937107,96.85534591194968,0.628930817610063,8.169934640522875
sonsonate,sonsonate,0,950,21381,338,226,941,1974,243,0,21,640,3560,0,0,307.6635272868017,68.67250947009407,91.16342454040188,64.62101339224078,10.117275408507009,2.2,26,14.372686281734126,85.6368155456805,68.80981871410877,84.90597905641256,8.079045152572908,19.56960322797579
